지역,권,항목,경보단계,발령시일,발령시,인구가중치,PM10,PM2.5,경보,주의보
전북,장수권,PM2.5,주의보,2019-02-22,11,0.000436631,0,1,0,1
경기,중부권,PM2.5,주의보,2019-02-22,11,0.020966376000000002,0,1,0,1
전북,순창권,PM2.5,주의보,2019-02-22,10,0.000552224,0,1,0,1
대전,서부권,PM2.5,주의보,2019-02-22,8,0.018674594,0,1,0,1
강원,영서남부,PM2.5,주의보,2019-02-22,6,0.008520071,0,1,0,1
대전,동부권,PM2.5,주의보,2019-02-21,13,0.0032048520000000002,0,1,0,1
경북,서부권,PM2.5,주의보,2019-02-21,11,0.018674594,0,1,0,1
경기,북부권,PM2.5,주의보,2019-02-21,10,0.056789935,0,1,0,1
부산,서부권,PM2.5,주의보,2019-02-21,10,0.018674594,0,1,0,1
대구,대구권,PM2.5,주의보,2019-02-21,9,0.047436372000000004,0,1,0,1
세종,세종권,PM2.5,주의보,2019-02-21,4,0.006626511999999999,0,1,0,1
충북,북부권,PM2.5,주의보,2019-02-21,3,0.056789935,0,1,0,1
전북,김제권,PM2.5,주의보,2019-02-21,1,0.001632331,0,1,0,1
전북,익산권,PM2.5,주의보,2019-02-21,1,0.005599113,0,1,0,1
전북,임실권,PM2.5,주의보,2019-02-21,1,0.000562342,0,1,0,1
충북,중부권,PM2.5,주의보,2019-02-20,24,0.020966376000000002,0,1,0,1
경기,동부권,PM2.5,주의보,2019-02-20,23,0.0032048520000000002,0,1,0,1
충북,남부권,PM2.5,주의보,2019-02-20,22,0.023576725,0,1,0,1
전북,장수권,PM2.5,주의보,2019-02-20,22,0.000436631,0,1,0,1
경기,남부권,PM2.5,주의보,2019-02-20,21,0.023576725,0,1,0,1
전북,남원권,PM2.5,주의보,2019-02-20,21,0.001584584,0,1,0,1
충남,북부권,PM2.5,주의보,2019-02-20,21,0.056789935,0,1,0,1
전북,순창권,PM2.5,주의보,2019-02-20,20,0.000552224,0,1,0,1
전북,전주권,PM2.5,주의보,2019-02-20,19,0.012732437,0,1,0,1
전북,부안권,PM2.5,주의보,2019-02-20,18,0.001036952,0,1,0,1
전북,군산권,PM2.5,주의보,2019-02-20,17,0.005255895,0,1,0,1
충북,남부권,PM2.5,주의보,2019-02-13,10,0.023576725,0,1,0,1
전북,무주권,PM2.5,주의보,2019-02-07,12,0.00047286,0,1,0,1
전북,장수권,PM2.5,주의보,2019-02-07,12,0.000436631,0,1,0,1
전북,남원권,PM2.5,주의보,2019-02-07,11,0.001584584,0,1,0,1
강원,영서남부,PM2.5,주의보,2019-02-07,11,0.008520071,0,1,0,1
전북,진안권,PM2.5,주의보,2019-02-07,11,0.0004999819999999999,0,1,0,1
충북,남부권,PM2.5,주의보,2019-02-07,10,0.023576725,0,1,0,1
대전,동부권,PM2.5,주의보,2019-02-07,10,0.0032048520000000002,0,1,0,1
충북,북부권,PM2.5,주의보,2019-02-07,10,0.056789935,0,1,0,1
대전,서부권,PM2.5,주의보,2019-02-07,10,0.018674594,0,1,0,1
전북,순창권,PM2.5,주의보,2019-02-07,10,0.000552224,0,1,0,1
전북,임실권,PM2.5,주의보,2019-02-07,10,0.000562342,0,1,0,1
경기,남부권,PM2.5,주의보,2019-02-07,9,0.023576725,0,1,0,1
전북,익산권,PM2.5,주의보,2019-02-07,9,0.005599113,0,1,0,1
전북,전주권,PM2.5,주의보,2019-02-07,9,0.012732437,0,1,0,1
충북,중부권,PM2.5,주의보,2019-02-07,9,0.020966376000000002,0,1,0,1
전북,군산권,PM2.5,주의보,2019-02-07,8,0.005255895,0,1,0,1
경기,동부권,PM2.5,주의보,2019-02-07,8,0.0032048520000000002,0,1,0,1
전북,부안권,PM2.5,주의보,2019-02-07,7,0.001036952,0,1,0,1
경기,북부권,PM2.5,주의보,2019-02-07,7,0.056789935,0,1,0,1
충남,북부권,PM2.5,주의보,2019-02-07,7,0.056789935,0,1,0,1
서울,서울권,PM2.5,주의보,2019-02-07,7,0.18929765,0,1,0,1
전북,익산권,PM2.5,주의보,2019-02-06,6,0.005599113,0,1,0,1
인천,강화권,PM10,주의보,2019-02-05,18,0.001345985,1,0,0,1
전북,군산권,PM10,주의보,2019-02-05,16,0.005255895,1,0,0,1
경북,서부권,PM10,주의보,2019-02-05,16,0.018674594,1,0,0,1
전북,익산권,PM10,주의보,2019-02-05,15,0.005599113,1,0,0,1
전북,장수권,PM10,주의보,2019-02-04,14,0.000436631,1,0,0,1
경남,함양권,PM10,주의보,2019-02-04,11,0.000771211,1,0,0,1
전북,남원권,PM10,주의보,2019-02-04,6,0.001584584,1,0,0,1
충남,북부권,PM10,주의보,2019-02-04,3,0.056789935,1,0,0,1
경기,중부권,PM2.5,주의보,2019-02-04,3,0.020966376000000002,0,1,0,1
인천,동남부권,PM2.5,주의보,2019-02-04,2,0.041310056,0,1,0,1
전북,남원권,PM2.5,주의보,2019-01-31,7,0.001584584,0,1,0,1
경북,동부권,PM2.5,주의보,2019-01-31,6,0.0032048520000000002,0,1,0,1
전북,순창권,PM2.5,주의보,2019-01-31,6,0.000552224,0,1,0,1
전북,임실권,PM2.5,주의보,2019-01-31,6,0.000562342,0,1,0,1
전북,장수권,PM2.5,주의보,2019-01-31,5,0.000436631,0,1,0,1
전북,진안권,PM2.5,주의보,2019-01-31,5,0.0004999819999999999,0,1,0,1
전북,군산권,PM10,주의보,2019-01-28,13,0.005255895,1,0,0,1
전북,군산권,PM2.5,주의보,2019-01-28,13,0.005255895,0,1,0,1
전북,부안권,PM2.5,주의보,2019-01-28,13,0.001036952,0,1,0,1
강원,영서남부,PM2.5,주의보,2019-01-23,13,0.008520071,0,1,0,1
경기,북부권,PM10,주의보,2019-01-23,12,0.056789935,1,0,0,1
충북,북부권,PM2.5,주의보,2019-01-23,12,0.056789935,0,1,0,1
세종,세종권,PM2.5,주의보,2019-01-23,12,0.006626511999999999,0,1,0,1
전북,순창권,PM2.5,주의보,2019-01-23,12,0.000552224,0,1,0,1
전북,군산권,PM2.5,주의보,2019-01-23,11,0.005255895,0,1,0,1
전북,김제권,PM2.5,주의보,2019-01-23,11,0.001632331,0,1,0,1
대구,대구권,PM2.5,주의보,2019-01-23,11,0.047436372000000004,0,1,0,1
인천,동남부권,PM2.5,주의보,2019-01-23,11,0.041310056,0,1,0,1
경기,동부권,PM2.5,주의보,2019-01-23,11,0.0032048520000000002,0,1,0,1
경북,서부권,PM2.5,주의보,2019-01-23,11,0.018674594,0,1,0,1
서울,서울권,PM2.5,주의보,2019-01-23,11,0.18929765,0,1,0,1
전북,임실권,PM2.5,주의보,2019-01-23,11,0.000562342,0,1,0,1
충북,중부권,PM2.5,주의보,2019-01-23,11,0.020966376000000002,0,1,0,1
광주,광주권,PM2.5,주의보,2019-01-23,10,0.028338261,0,1,0,1
경기,남부권,PM2.5,주의보,2019-01-23,10,0.023576725,0,1,0,1
전북,무주권,PM2.5,주의보,2019-01-23,10,0.00047286,0,1,0,1
경기,북부권,PM2.5,주의보,2019-01-23,10,0.056789935,0,1,0,1
부산,서부권,PM2.5,주의보,2019-01-23,10,0.018674594,0,1,0,1
경기,중부권,PM2.5,주의보,2019-01-23,10,0.020966376000000002,0,1,0,1
전북,남원권,PM2.5,주의보,2019-01-23,9,0.001584584,0,1,0,1
충남,북부권,PM2.5,주의보,2019-01-23,9,0.056789935,0,1,0,1
전북,전주권,PM2.5,주의보,2019-01-23,9,0.012732437,0,1,0,1
전북,부안권,PM2.5,주의보,2019-01-23,6,0.001036952,0,1,0,1
전북,익산권,PM2.5,주의보,2019-01-23,6,0.005599113,0,1,0,1
충북,남부권,PM2.5,주의보,2019-01-23,5,0.023576725,0,1,0,1
전북,장수권,PM2.5,주의보,2019-01-23,4,0.000436631,0,1,0,1
충북,북부권,PM2.5,주의보,2019-01-20,8,0.056789935,0,1,0,1
강원,영서북부,PM2.5,주의보,2019-01-19,22,0.005473033,0,1,0,1
전북,김제권,PM2.5,주의보,2019-01-19,12,0.001632331,0,1,0,1
경북,서부권,PM2.5,주의보,2019-01-19,12,0.018674594,0,1,0,1
세종,세종권,PM2.5,주의보,2019-01-19,12,0.006626511999999999,0,1,0,1
경기,동부권,PM2.5,주의보,2019-01-19,10,0.0032048520000000002,0,1,0,1
서울,서울권,PM2.5,주의보,2019-01-19,10,0.18929765,0,1,0,1
전북,임실권,PM2.5,주의보,2019-01-19,10,0.000562342,0,1,0,1
경기,북부권,PM2.5,주의보,2019-01-19,9,0.056789935,0,1,0,1
전북,군산권,PM2.5,주의보,2019-01-19,6,0.005255895,0,1,0,1
전북,부안권,PM2.5,주의보,2019-01-19,2,0.001036952,0,1,0,1
전북,전주권,PM2.5,주의보,2019-01-18,23,0.012732437,0,1,0,1
경기,중부권,PM2.5,주의보,2019-01-18,23,0.020966376000000002,0,1,0,1
충북,중부권,PM2.5,주의보,2019-01-18,23,0.020966376000000002,0,1,0,1
경기,남부권,PM2.5,주의보,2019-01-18,22,0.023576725,0,1,0,1
충남,북부권,PM2.5,주의보,2019-01-18,22,0.056789935,0,1,0,1
인천,강화권,PM2.5,주의보,2019-01-18,21,0.001345985,0,1,0,1
충북,남부권,PM2.5,주의보,2019-01-18,21,0.023576725,0,1,0,1
전북,익산권,PM2.5,주의보,2019-01-18,11,0.005599113,0,1,0,1
충북,남부권,PM2.5,주의보,2019-01-15,19,0.023576725,0,1,0,1
충북,중부권,PM2.5,주의보,2019-01-15,18,0.020966376000000002,0,1,0,1
경기,남부권,PM2.5,주의보,2019-01-15,17,0.023576725,0,1,0,1
충남,북부권,PM2.5,주의보,2019-01-15,17,0.056789935,0,1,0,1
경기,동부권,PM2.5,주의보,2019-01-15,16,0.0032048520000000002,0,1,0,1
전북,익산권,PM2.5,주의보,2019-01-15,16,0.005599113,0,1,0,1
전북,전주권,PM2.5,주의보,2019-01-15,16,0.012732437,0,1,0,1
경기,중부권,PM2.5,주의보,2019-01-15,16,0.020966376000000002,0,1,0,1
전북,부안권,PM2.5,주의보,2019-01-15,15,0.001036952,0,1,0,1
경기,북부권,PM2.5,주의보,2019-01-15,15,0.056789935,0,1,0,1
서울,서울권,PM2.5,주의보,2019-01-15,15,0.18929765,0,1,0,1
인천,강화권,PM2.5,주의보,2019-01-15,14,0.001345985,0,1,0,1
광주,광주권,PM10,주의보,2019-01-15,12,0.028338261,1,0,0,1
경남,통영권,PM2.5,주의보,2019-01-15,12,0.002556706,0,1,0,1
경남,거제권,PM2.5,주의보,2019-01-15,11,0.004830666,0,1,0,1
부산,동부권,PM2.5,주의보,2019-01-15,11,0.0032048520000000002,0,1,0,1
경남,김해권,PM2.5,주의보,2019-01-15,10,0.010554458999999999,0,1,0,1
부산,남부권,PM2.5,주의보,2019-01-15,10,0.023576725,0,1,0,1
부산,중부권,PM2.5,주의보,2019-01-15,10,0.020966376000000002,0,1,0,1
대구,대구권,PM10,주의보,2019-01-15,9,0.047436372000000004,1,0,0,1
울산,울산권,PM2.5,주의보,2019-01-15,8,0.022336818999999997,0,1,0,1
전북,임실권,PM10,주의보,2019-01-15,8,0.000562342,1,0,0,1
경남,창원권,PM2.5,주의보,2019-01-15,8,0.020327336,0,1,0,1
전북,남원권,PM10,주의보,2019-01-15,7,0.001584584,1,0,0,1
경남,하동권,PM2.5,주의보,2019-01-15,7,0.0009061830000000001,0,1,0,1
경남,남해권,PM2.5,주의보,2019-01-15,6,0.000848746,0,1,0,1
경북,동부권,PM2.5,주의보,2019-01-15,5,0.0032048520000000002,0,1,0,1
전남,동부권,PM2.5,주의보,2019-01-15,5,0.0032048520000000002,0,1,0,1
경남,함양권,PM2.5,주의보,2019-01-15,5,0.000771211,0,1,0,1
강원,영동남부,PM2.5,주의보,2019-01-15,4,0.0072222219999999995,0,1,0,1
강원,영동북부,PM2.5,주의보,2019-01-15,2,0.000530393,0,1,0,1
전북,익산권,PM2.5,경보,2019-01-15,1,0.005599113,0,1,1,0
전북,진안권,PM10,주의보,2019-01-14,23,0.0004999819999999999,1,0,0,1
전북,부안권,PM2.5,경보,2019-01-14,22,0.001036952,0,1,1,0
전북,장수권,PM2.5,주의보,2019-01-14,22,0.000436631,0,1,0,1
충북,남부권,PM2.5,경보,2019-01-14,21,0.023576725,0,1,1,0
전북,부안권,PM10,주의보,2019-01-14,21,0.001036952,1,0,0,1
충남,서부권,PM10,주의보,2019-01-14,21,0.018674594,1,0,0,1
전북,전주권,PM2.5,경보,2019-01-14,21,0.012732437,0,1,1,0
충북,남부권,PM10,주의보,2019-01-14,20,0.023576725,1,0,0,1
충북,북부권,PM10,주의보,2019-01-14,20,0.056789935,1,0,0,1
전북,진안권,PM2.5,주의보,2019-01-14,20,0.0004999819999999999,0,1,0,1
전북,김제권,PM10,주의보,2019-01-14,19,0.001632331,1,0,0,1
충남,동남부권,PM10,주의보,2019-01-14,19,0.041310056,1,0,0,1
경기,동부권,PM2.5,경보,2019-01-14,19,0.0032048520000000002,0,1,1,0
충남,북부권,PM2.5,경보,2019-01-14,19,0.056789935,0,1,1,0
전북,완주권,PM10,주의보,2019-01-14,19,0.00179431,1,0,0,1
전북,정읍권,PM10,주의보,2019-01-14,19,0.002150778,1,0,0,1
경기,북부권,PM2.5,경보,2019-01-14,18,0.056789935,0,1,1,0
서울,서울권,PM2.5,경보,2019-01-14,18,0.18929765,0,1,1,0
인천,강화권,PM2.5,경보,2019-01-14,17,0.001345985,0,1,1,0
전북,전주권,PM10,주의보,2019-01-14,17,0.012732437,1,0,0,1
전북,군산권,PM10,주의보,2019-01-14,16,0.005255895,1,0,0,1
강원,영서남부,PM10,주의보,2019-01-14,16,0.008520071,1,0,0,1
충북,중부권,PM2.5,경보,2019-01-14,16,0.020966376000000002,0,1,1,0
인천,강화권,PM10,주의보,2019-01-14,15,0.001345985,1,0,0,1
경기,남부권,PM2.5,경보,2019-01-14,15,0.023576725,0,1,1,0
대전,서부권,PM10,주의보,2019-01-14,15,0.018674594,1,0,0,1
강원,영서북부,PM10,주의보,2019-01-14,15,0.005473033,1,0,0,1
경기,중부권,PM2.5,경보,2019-01-14,15,0.020966376000000002,0,1,1,0
대전,동부권,PM10,주의보,2019-01-14,14,0.0032048520000000002,1,0,0,1
경북,서부권,PM10,주의보,2019-01-14,14,0.018674594,1,0,0,1
전북,무주권,PM2.5,주의보,2019-01-14,13,0.00047286,0,1,0,1
충남,북부권,PM10,주의보,2019-01-14,13,0.056789935,1,0,0,1
인천,동남부권,PM10,주의보,2019-01-14,12,0.041310056,1,0,0,1
경기,동부권,PM10,주의보,2019-01-14,12,0.0032048520000000002,1,0,0,1
인천,서부권,PM10,주의보,2019-01-14,12,0.018674594,1,0,0,1
세종,세종권,PM10,주의보,2019-01-14,12,0.006626511999999999,1,0,0,1
전북,익산권,PM10,주의보,2019-01-14,12,0.005599113,1,0,0,1
경기,중부권,PM10,주의보,2019-01-14,12,0.020966376000000002,1,0,0,1
전북,고창권,PM10,주의보,2019-01-14,11,0.001079932,1,0,0,1
경남,김해권,PM2.5,주의보,2019-01-14,11,0.010554458999999999,0,1,0,1
경기,남부권,PM10,주의보,2019-01-14,11,0.023576725,1,0,0,1
서울,서울권,PM10,주의보,2019-01-14,11,0.18929765,1,0,0,1
경남,양산권,PM2.5,주의보,2019-01-14,11,0.006824661,0,1,0,1
충북,중부권,PM10,주의보,2019-01-14,11,0.020966376000000002,1,0,0,1
전남,서부권,PM2.5,주의보,2019-01-14,10,0.018674594,0,1,0,1
대구,대구권,PM2.5,주의보,2019-01-14,9,0.047436372000000004,0,1,0,1
인천,영종권,PM2.5,주의보,2019-01-14,7,0.00131465,0,1,0,1
전북,고창권,PM2.5,주의보,2019-01-14,5,0.001079932,0,1,0,1
경북,동부권,PM2.5,주의보,2019-01-14,5,0.0032048520000000002,0,1,0,1
대전,동부권,PM2.5,주의보,2019-01-14,4,0.0032048520000000002,0,1,0,1
대전,서부권,PM2.5,주의보,2019-01-14,3,0.018674594,0,1,0,1
강원,영서북부,PM2.5,주의보,2019-01-14,3,0.005473033,0,1,0,1
경기,북부권,PM10,주의보,2019-01-14,1,0.056789935,1,0,0,1
인천,강화권,PM10,주의보,2019-01-13,20,0.001345985,1,0,0,1
전북,장수권,PM2.5,주의보,2019-01-13,19,0.000436631,0,1,0,1
인천,서부권,PM2.5,주의보,2019-01-13,18,0.018674594,0,1,0,1
경북,서부권,PM2.5,주의보,2019-01-13,13,0.018674594,0,1,0,1
인천,동남부권,PM2.5,주의보,2019-01-13,11,0.041310056,0,1,0,1
강원,영서남부,PM2.5,주의보,2019-01-13,11,0.008520071,0,1,0,1
인천,강화권,PM2.5,주의보,2019-01-13,10,0.001345985,0,1,0,1
경북,동부권,PM2.5,주의보,2019-01-13,7,0.0032048520000000002,0,1,0,1
부산,중부권,PM2.5,주의보,2019-01-13,6,0.020966376000000002,0,1,0,1
부산,남부권,PM2.5,주의보,2019-01-13,5,0.023576725,0,1,0,1
부산,서부권,PM2.5,주의보,2019-01-13,4,0.018674594,0,1,0,1
울산,울산권,PM2.5,주의보,2019-01-13,4,0.022336818999999997,0,1,0,1
광주,광주권,PM2.5,주의보,2019-01-12,23,0.028338261,0,1,0,1
전북,무주권,PM2.5,주의보,2019-01-12,23,0.00047286,0,1,0,1
전북,남원권,PM2.5,주의보,2019-01-12,21,0.001584584,0,1,0,1
전북,장수권,PM2.5,주의보,2019-01-12,21,0.000436631,0,1,0,1
전북,진안권,PM2.5,주의보,2019-01-12,21,0.0004999819999999999,0,1,0,1
전북,순창권,PM2.5,주의보,2019-01-12,20,0.000552224,0,1,0,1
전북,임실권,PM2.5,주의보,2019-01-12,20,0.000562342,0,1,0,1
충북,북부권,PM2.5,주의보,2019-01-12,19,0.056789935,0,1,0,1
전북,정읍권,PM2.5,주의보,2019-01-12,18,0.002150778,0,1,0,1
전북,김제권,PM2.5,주의보,2019-01-12,15,0.001632331,0,1,0,1
경기,동부권,PM2.5,주의보,2019-01-12,15,0.0032048520000000002,0,1,0,1
충남,북부권,PM10,주의보,2019-01-12,14,0.056789935,1,0,0,1
충남,동남부권,PM2.5,주의보,2019-01-12,12,0.041310056,0,1,0,1
서울,서울권,PM2.5,주의보,2019-01-12,12,0.18929765,0,1,0,1
전북,완주권,PM2.5,주의보,2019-01-12,5,0.00179431,0,1,0,1
경기,북부권,PM2.5,주의보,2019-01-12,4,0.056789935,0,1,0,1
전북,군산권,PM2.5,주의보,2019-01-12,3,0.005255895,0,1,0,1
충남,서부권,PM2.5,주의보,2019-01-12,3,0.018674594,0,1,0,1
세종,세종권,PM2.5,주의보,2019-01-11,24,0.006626511999999999,0,1,0,1
경기,남부권,PM2.5,주의보,2019-01-11,22,0.023576725,0,1,0,1
충북,남부권,PM2.5,주의보,2019-01-11,21,0.023576725,0,1,0,1
충북,중부권,PM2.5,주의보,2019-01-11,21,0.020966376000000002,0,1,0,1
충남,북부권,PM2.5,주의보,2019-01-11,20,0.056789935,0,1,0,1
전북,전주권,PM2.5,주의보,2019-01-11,20,0.012732437,0,1,0,1
경기,중부권,PM2.5,주의보,2019-01-11,20,0.020966376000000002,0,1,0,1
전북,부안권,PM2.5,주의보,2019-01-11,12,0.001036952,0,1,0,1
전북,익산권,PM2.5,주의보,2019-01-11,5,0.005599113,0,1,0,1
충북,북부권,PM2.5,주의보,2019-01-08,11,0.056789935,0,1,0,1
전북,장수권,PM2.5,주의보,2019-01-08,11,0.000436631,0,1,0,1
전북,전주권,PM2.5,주의보,2019-01-08,11,0.012732437,0,1,0,1
전북,부안권,PM2.5,주의보,2019-01-08,8,0.001036952,0,1,0,1
전북,익산권,PM2.5,주의보,2019-01-07,10,0.005599113,0,1,0,1
경남,거제권,PM2.5,주의보,2019-01-05,12,0.004830666,0,1,0,1
전북,남원권,PM2.5,주의보,2019-01-05,12,0.001584584,0,1,0,1
전북,무주권,PM2.5,주의보,2019-01-05,12,0.00047286,0,1,0,1
전북,순창권,PM2.5,주의보,2019-01-05,12,0.000552224,0,1,0,1
제주,제주권,PM2.5,주의보,2019-01-05,12,0.013055323999999998,0,1,0,1
경남,함안권,PM2.5,주의보,2019-01-05,12,0.001278314,0,1,0,1
경북,서부권,PM10,주의보,2019-01-05,11,0.018674594,1,0,0,1
전북,익산권,PM2.5,주의보,2019-01-05,11,0.005599113,0,1,0,1
전북,임실권,PM2.5,주의보,2019-01-05,11,0.000562342,0,1,0,1
전북,전주권,PM2.5,주의보,2019-01-05,11,0.012732437,0,1,0,1
경남,김해권,PM2.5,주의보,2019-01-05,10,0.010554458999999999,0,1,0,1
대전,동부권,PM2.5,주의보,2019-01-05,10,0.0032048520000000002,0,1,0,1
대전,서부권,PM2.5,주의보,2019-01-05,10,0.018674594,0,1,0,1
충북,남부권,PM2.5,주의보,2019-01-05,9,0.023576725,0,1,0,1
부산,남부권,PM2.5,주의보,2019-01-05,9,0.023576725,0,1,0,1
대구,대구권,PM2.5,주의보,2019-01-05,9,0.047436372000000004,0,1,0,1
부산,서부권,PM2.5,주의보,2019-01-05,9,0.018674594,0,1,0,1
경북,서부권,PM2.5,주의보,2019-01-05,9,0.018674594,0,1,0,1
강원,영서남부,PM2.5,주의보,2019-01-05,9,0.008520071,0,1,0,1
부산,중부권,PM2.5,주의보,2019-01-05,9,0.020966376000000002,0,1,0,1
울산,울산권,PM2.5,주의보,2019-01-05,8,0.022336818999999997,0,1,0,1
전북,장수권,PM2.5,주의보,2019-01-05,8,0.000436631,0,1,0,1
충북,중부권,PM2.5,주의보,2019-01-05,8,0.020966376000000002,0,1,0,1
경북,동부권,PM2.5,주의보,2019-01-05,7,0.0032048520000000002,0,1,0,1
충북,북부권,PM2.5,주의보,2019-01-05,7,0.056789935,0,1,0,1
강원,영서북부,PM2.5,주의보,2019-01-05,7,0.005473033,0,1,0,1
경기,남부권,PM2.5,주의보,2019-01-05,5,0.023576725,0,1,0,1
충남,북부권,PM2.5,주의보,2019-01-05,5,0.056789935,0,1,0,1
경기,동부권,PM2.5,주의보,2019-01-05,4,0.0032048520000000002,0,1,0,1
경기,중부권,PM2.5,주의보,2019-01-05,4,0.020966376000000002,0,1,0,1
인천,동남부권,PM2.5,주의보,2019-01-05,3,0.041310056,0,1,0,1
경기,북부권,PM2.5,주의보,2019-01-05,3,0.056789935,0,1,0,1
서울,서울권,PM2.5,주의보,2019-01-05,3,0.18929765,0,1,0,1
인천,강화권,PM2.5,주의보,2019-01-05,2,0.001345985,0,1,0,1
전북,부안권,PM2.5,주의보,2019-01-04,20,0.001036952,0,1,0,1
