지역,권,항목,경보단계,발령시일,발령시,인구가중치,PM10,PM2.5,경보,주의보
전북,남원권,PM2.5,주의보,2019-03-20,12,0.001584584,0,1,0,1
인천,서부권,PM2.5,주의보,2019-03-20,12,0.018674594,0,1,0,1
경남,거제권,PM2.5,주의보,2019-03-20,11,0.004830666,0,1,0,1
대구,대구권,PM2.5,주의보,2019-03-20,11,0.047436372000000004,0,1,0,1
인천,동남부권,PM2.5,주의보,2019-03-20,11,0.041310056,0,1,0,1
충북,북부권,PM2.5,주의보,2019-03-20,11,0.056789935,0,1,0,1
전북,부안권,PM2.5,주의보,2019-03-20,10,0.001036952,0,1,0,1
경기,북부권,PM2.5,주의보,2019-03-20,10,0.056789935,0,1,0,1
충남,북부권,PM2.5,주의보,2019-03-20,10,0.056789935,0,1,0,1
부산,서부권,PM2.5,주의보,2019-03-20,10,0.018674594,0,1,0,1
강원,영서남부,PM2.5,주의보,2019-03-20,10,0.008520071,0,1,0,1
강원,영서북부,PM2.5,주의보,2019-03-20,10,0.005473033,0,1,0,1
경기,중부권,PM2.5,주의보,2019-03-20,10,0.020966376000000002,0,1,0,1
충북,중부권,PM2.5,주의보,2019-03-20,10,0.020966376000000002,0,1,0,1
서울,서울권,PM2.5,주의보,2019-03-20,5,0.18929765,0,1,0,1
전북,익산권,PM2.5,주의보,2019-03-20,4,0.005599113,0,1,0,1
전북,전주권,PM2.5,주의보,2019-03-20,3,0.012732437,0,1,0,1
경기,동부권,PM2.5,주의보,2019-03-20,2,0.0032048520000000002,0,1,0,1
경기,남부권,PM2.5,주의보,2019-03-20,1,0.023576725,0,1,0,1
세종,세종권,PM2.5,주의보,2019-03-20,1,0.006626511999999999,0,1,0,1
충북,남부권,PM2.5,주의보,2019-03-19,22,0.023576725,0,1,0,1
전북,장수권,PM2.5,주의보,2019-03-19,22,0.000436631,0,1,0,1
전북,익산권,PM2.5,주의보,2019-03-12,15,0.005599113,0,1,0,1
전북,군산권,PM2.5,주의보,2019-03-12,13,0.005255895,0,1,0,1
전북,부안권,PM2.5,주의보,2019-03-12,13,0.001036952,0,1,0,1
전북,임실권,PM2.5,주의보,2019-03-12,11,0.000562342,0,1,0,1
전북,전주권,PM2.5,주의보,2019-03-12,11,0.012732437,0,1,0,1
충남,북부권,PM2.5,주의보,2019-03-12,10,0.056789935,0,1,0,1
경기,중부권,PM2.5,주의보,2019-03-12,10,0.020966376000000002,0,1,0,1
경기,동부권,PM2.5,주의보,2019-03-12,9,0.0032048520000000002,0,1,0,1
경기,북부권,PM2.5,주의보,2019-03-12,9,0.056789935,0,1,0,1
인천,강화권,PM2.5,주의보,2019-03-12,8,0.001345985,0,1,0,1
충북,남부권,PM2.5,주의보,2019-03-12,8,0.023576725,0,1,0,1
서울,서울권,PM2.5,주의보,2019-03-12,8,0.18929765,0,1,0,1
경기,남부권,PM2.5,주의보,2019-03-12,6,0.023576725,0,1,0,1
충북,북부권,PM2.5,주의보,2019-03-12,5,0.056789935,0,1,0,1
강원,영서남부,PM2.5,주의보,2019-03-12,5,0.008520071,0,1,0,1
충북,중부권,PM2.5,주의보,2019-03-12,5,0.020966376000000002,0,1,0,1
전북,익산권,PM2.5,주의보,2019-03-09,12,0.005599113,0,1,0,1
전북,전주권,PM2.5,주의보,2019-03-07,15,0.012732437,0,1,0,1
세종,세종권,PM2.5,주의보,2019-03-07,13,0.006626511999999999,0,1,0,1
충북,중부권,PM2.5,주의보,2019-03-07,13,0.020966376000000002,0,1,0,1
전북,익산권,PM2.5,주의보,2019-03-07,12,0.005599113,0,1,0,1
경기,남부권,PM2.5,주의보,2019-03-07,11,0.023576725,0,1,0,1
전북,김제권,PM2.5,주의보,2019-03-07,9,0.001632331,0,1,0,1
충남,북부권,PM2.5,주의보,2019-03-07,7,0.056789935,0,1,0,1
경남,거제권,PM2.5,주의보,2019-03-07,5,0.004830666,0,1,0,1
경남,밀양권,PM2.5,주의보,2019-03-07,5,0.002053708,0,1,0,1
경남,통영권,PM2.5,주의보,2019-03-07,5,0.002556706,0,1,0,1
경기,동부권,PM2.5,주의보,2019-03-07,4,0.0032048520000000002,0,1,0,1
경기,중부권,PM2.5,주의보,2019-03-07,4,0.020966376000000002,0,1,0,1
경남,창원권,PM2.5,주의보,2019-03-07,4,0.020327336,0,1,0,1
경북,서부권,PM10,주의보,2019-03-07,3,0.018674594,1,0,0,1
경남,함양권,PM2.5,주의보,2019-03-07,3,0.000771211,0,1,0,1
경남,거창권,PM2.5,주의보,2019-03-06,24,0.001209807,0,1,0,1
충북,남부권,PM10,주의보,2019-03-06,24,0.023576725,1,0,0,1
전북,부안권,PM2.5,주의보,2019-03-06,22,0.001036952,0,1,0,1
강원,영서북부,PM2.5,주의보,2019-03-06,22,0.005473033,0,1,0,1
제주,제주권,PM2.5,주의보,2019-03-06,22,0.013055323999999998,0,1,0,1
전북,군산권,PM2.5,주의보,2019-03-06,21,0.005255895,0,1,0,1
전남,서부권,PM2.5,주의보,2019-03-06,19,0.018674594,0,1,0,1
서울,서울권,PM2.5,주의보,2019-03-06,18,0.18929765,0,1,0,1
경기,북부권,PM2.5,주의보,2019-03-06,17,0.056789935,0,1,0,1
전북,순창권,PM2.5,주의보,2019-03-06,13,0.000552224,0,1,0,1
전북,임실권,PM2.5,주의보,2019-03-06,13,0.000562342,0,1,0,1
전북,김제권,PM2.5,경보,2019-03-05,22,0.001632331,0,1,1,0
부산,동부권,PM2.5,주의보,2019-03-05,22,0.0032048520000000002,0,1,0,1
경남,밀양권,PM2.5,주의보,2019-03-05,22,0.002053708,0,1,0,1
경남,산청권,PM2.5,주의보,2019-03-05,22,0.000689103,0,1,0,1
경남,양산권,PM2.5,주의보,2019-03-05,22,0.006824661,0,1,0,1
경남,의령권,PM2.5,주의보,2019-03-05,22,0.000528603,0,1,0,1
경남,창녕권,PM2.5,주의보,2019-03-05,22,0.0012127639999999999,0,1,0,1
경남,합천권,PM2.5,주의보,2019-03-05,22,0.000879527,0,1,0,1
경남,김해권,PM2.5,주의보,2019-03-05,21,0.010554458999999999,0,1,0,1
부산,남부권,PM2.5,주의보,2019-03-05,21,0.023576725,0,1,0,1
부산,중부권,PM2.5,주의보,2019-03-05,20,0.020966376000000002,0,1,0,1
부산,서부권,PM2.5,주의보,2019-03-05,19,0.018674594,0,1,0,1
경남,통영권,PM2.5,주의보,2019-03-05,19,0.002556706,0,1,0,1
울산,울산권,PM2.5,주의보,2019-03-05,17,0.022336818999999997,0,1,0,1
전북,김제권,PM2.5,주의보,2019-03-05,15,0.001632331,0,1,0,1
강원,영서북부,PM2.5,경보,2019-03-05,15,0.005473033,0,1,1,0
경남,창원권,PM2.5,주의보,2019-03-05,13,0.020327336,0,1,0,1
대구,대구권,PM2.5,주의보,2019-03-05,12,0.047436372000000004,0,1,0,1
경남,거제권,PM2.5,주의보,2019-03-05,11,0.004830666,0,1,0,1
경북,동부권,PM2.5,주의보,2019-03-05,11,0.0032048520000000002,0,1,0,1
충북,북부권,PM10,주의보,2019-03-05,11,0.056789935,1,0,0,1
충북,중부권,PM2.5,경보,2019-03-05,11,0.020966376000000002,0,1,1,0
경남,진주권,PM2.5,주의보,2019-03-05,11,0.0067580209999999995,0,1,0,1
경기,북부권,PM2.5,경보,2019-03-05,10,0.056789935,0,1,1,0
경북,서부권,PM10,주의보,2019-03-05,10,0.018674594,1,0,0,1
강원,영동남부,PM10,주의보,2019-03-05,10,0.0072222219999999995,1,0,0,1
강원,영동북부,PM10,주의보,2019-03-05,10,0.000530393,1,0,0,1
강원,영동북부,PM2.5,주의보,2019-03-05,10,0.000530393,0,1,0,1
강원,영서남부,PM10,주의보,2019-03-05,10,0.008520071,1,0,0,1
강원,영서북부,PM10,주의보,2019-03-05,10,0.005473033,1,0,0,1
경북,서부권,PM2.5,주의보,2019-03-05,8,0.018674594,0,1,0,1
세종,세종권,PM2.5,경보,2019-03-05,6,0.006626511999999999,0,1,1,0
강원,영동남부,PM2.5,주의보,2019-03-05,6,0.0072222219999999995,0,1,0,1
경기,동부권,PM2.5,경보,2019-03-05,3,0.0032048520000000002,0,1,1,0
경남,하동권,PM2.5,주의보,2019-03-05,3,0.0009061830000000001,0,1,0,1
서울,서울권,PM2.5,경보,2019-03-05,1,0.18929765,0,1,1,0
강원,영서북부,PM2.5,주의보,2019-03-05,1,0.005473033,0,1,0,1
전북,전주권,PM2.5,경보,2019-03-05,1,0.012732437,0,1,1,0
전북,남원권,PM2.5,주의보,2019-03-04,14,0.001584584,0,1,0,1
전북,무주권,PM2.5,주의보,2019-03-06,20,0.00047286,0,1,0,1
경기,남부권,PM2.5,경보,2019-03-04,24,0.023576725,0,1,1,0
전북,김제권,PM2.5,경보,2019-03-04,23,0.001632331,0,1,1,0
전북,순창권,PM2.5,경보,2019-03-04,22,0.000552224,0,1,1,0
전북,임실권,PM2.5,경보,2019-03-04,22,0.000562342,0,1,1,0
전북,장수권,PM10,주의보,2019-03-04,22,0.000436631,1,0,0,1
경남,거창권,PM10,주의보,2019-03-04,21,0.001209807,1,0,0,1
경남,남해권,PM2.5,주의보,2019-03-04,21,0.000848746,0,1,0,1
경기,북부권,PM10,주의보,2019-03-04,21,0.056789935,1,0,0,1
강원,영서남부,PM2.5,주의보,2019-03-04,21,0.008520071,0,1,0,1
경남,함양권,PM10,주의보,2019-03-04,21,0.000771211,1,0,0,1
경남,거창권,PM2.5,주의보,2019-03-04,20,0.001209807,0,1,0,1
전북,남원권,PM10,주의보,2019-03-04,20,0.001584584,1,0,0,1
전남,동부권,PM2.5,주의보,2019-03-04,20,0.0032048520000000002,0,1,0,1
전북,무주권,PM10,주의보,2019-03-04,20,0.00047286,1,0,0,1
충북,북부권,PM2.5,주의보,2019-03-04,20,0.056789935,0,1,0,1
충북,남부권,PM10,주의보,2019-03-04,19,0.023576725,1,0,0,1
대전,서부권,PM10,주의보,2019-03-04,18,0.018674594,1,0,0,1
제주,제주권,PM10,주의보,2019-03-04,18,0.013055323999999998,1,0,0,1
전북,무주권,PM2.5,주의보,2019-03-04,17,0.00047286,0,1,0,1
전북,부안권,PM2.5,경보,2019-03-04,16,0.001036952,0,1,1,0
전북,진안권,PM10,주의보,2019-03-04,16,0.0004999819999999999,1,0,0,1
전북,익산권,PM2.5,경보,2019-03-04,15,0.005599113,0,1,1,0
경남,함양권,PM2.5,주의보,2019-03-04,15,0.000771211,0,1,0,1
전북,순창권,PM10,주의보,2019-03-04,14,0.000552224,1,0,0,1
충남,동남부권,PM10,주의보,2019-03-04,13,0.041310056,1,0,0,1
전남,서부권,PM10,주의보,2019-03-04,13,0.018674594,1,0,0,1
전북,장수권,PM2.5,주의보,2019-03-04,13,0.000436631,0,1,0,1
광주,광주권,PM10,주의보,2019-03-04,12,0.028338261,1,0,0,1
전북,임실권,PM10,주의보,2019-03-04,12,0.000562342,1,0,0,1
제주,제주권,PM2.5,주의보,2019-03-04,12,0.013055323999999998,0,1,0,1
전북,김제권,PM10,주의보,2019-03-04,11,0.001632331,1,0,0,1
대전,동부권,PM10,주의보,2019-03-04,11,0.0032048520000000002,1,0,0,1
충남,서부권,PM10,주의보,2019-03-04,11,0.018674594,1,0,0,1
전북,정읍권,PM10,주의보,2019-03-04,11,0.002150778,1,0,0,1
충북,중부권,PM10,주의보,2019-03-04,11,0.020966376000000002,1,0,0,1
경기,중부권,PM2.5,경보,2019-03-04,10,0.020966376000000002,0,1,1,0
경기,동부권,PM10,주의보,2019-03-04,9,0.0032048520000000002,1,0,0,1
전북,익산권,PM10,주의보,2019-03-04,8,0.005599113,1,0,0,1
전북,군산권,PM10,주의보,2019-03-04,7,0.005255895,1,0,0,1
세종,세종권,PM10,주의보,2019-03-04,7,0.006626511999999999,1,0,0,1
인천,영종권,PM10,주의보,2019-03-04,6,0.00131465,1,0,0,1
경기,남부권,PM10,주의보,2019-03-04,4,0.023576725,1,0,0,1
전북,부안권,PM10,주의보,2019-03-04,4,0.001036952,1,0,0,1
전북,남원권,PM2.5,주의보,2019-03-03,23,0.001584584,0,1,0,1
경기,북부권,PM10,주의보,2019-03-03,24,0.056789935,1,0,0,1
인천,동남부권,PM10,주의보,2019-03-03,22,0.041310056,1,0,0,1
경기,동부권,PM2.5,주의보,2019-03-03,22,0.0032048520000000002,0,1,0,1
서울,서울권,PM10,주의보,2019-03-03,22,0.18929765,1,0,0,1
전북,완주권,PM10,주의보,2019-03-03,22,0.00179431,1,0,0,1
전북,전주권,PM10,주의보,2019-03-03,22,0.012732437,1,0,0,1
경기,중부권,PM10,주의보,2019-03-03,22,0.020966376000000002,1,0,0,1
전북,고창권,PM10,주의보,2019-03-03,21,0.001079932,1,0,0,1
인천,서부권,PM10,주의보,2019-03-03,21,0.018674594,1,0,0,1
인천,강화권,PM10,주의보,2019-03-03,19,0.001345985,1,0,0,1
전북,임실권,PM2.5,주의보,2019-03-03,11,0.000562342,0,1,0,1
세종,세종권,PM10,주의보,2019-03-03,2,0.006626511999999999,1,0,0,1
전북,고창권,PM2.5,주의보,2019-03-02,16,0.001079932,0,1,0,1
경남,양산권,PM10,주의보,2019-03-02,10,0.006824661,1,0,0,1
경남,양산권,PM2.5,주의보,2019-03-02,7,0.006824661,0,1,0,1
전북,익산권,PM2.5,주의보,2019-03-02,7,0.005599113,0,1,0,1
인천,동남부권,PM10,주의보,2019-03-02,6,0.041310056,1,0,0,1
부산,남부권,PM2.5,주의보,2019-03-02,5,0.023576725,0,1,0,1
전북,부안권,PM2.5,주의보,2019-03-02,5,0.001036952,0,1,0,1
부산,중부권,PM2.5,주의보,2019-03-02,4,0.020966376000000002,0,1,0,1
충남,서부권,PM2.5,주의보,2019-03-02,2,0.018674594,0,1,0,1
전북,익산권,PM2.5,경보,2019-03-01,23,0.005599113,0,1,1,0
인천,서부권,PM10,주의보,2019-03-01,22,0.018674594,1,0,0,1
전북,완주권,PM10,주의보,2019-03-01,22,0.00179431,1,0,0,1
전북,익산권,PM10,주의보,2019-03-01,22,0.005599113,1,0,0,1
전북,전주권,PM10,주의보,2019-03-01,21,0.012732437,1,0,0,1
전북,김제권,PM2.5,주의보,2019-03-01,16,0.001632331,0,1,0,1
세종,세종권,PM2.5,주의보,2019-03-01,16,0.006626511999999999,0,1,0,1
전북,익산권,PM2.5,주의보,2019-03-01,16,0.005599113,0,1,0,1
전북,전주권,PM2.5,주의보,2019-03-01,16,0.012732437,0,1,0,1
충북,중부권,PM2.5,주의보,2019-03-01,16,0.020966376000000002,0,1,0,1
충남,동남부권,PM2.5,주의보,2019-03-01,15,0.041310056,0,1,0,1
대전,동부권,PM2.5,주의보,2019-03-01,15,0.0032048520000000002,0,1,0,1
대전,서부권,PM2.5,주의보,2019-03-01,15,0.018674594,0,1,0,1
전북,완주권,PM2.5,주의보,2019-03-01,15,0.00179431,0,1,0,1
전북,정읍권,PM2.5,주의보,2019-03-01,15,0.002150778,0,1,0,1
광주,광주권,PM2.5,주의보,2019-03-01,14,0.028338261,0,1,0,1
충북,남부권,PM2.5,주의보,2019-03-01,14,0.023576725,0,1,0,1
전북,남원권,PM2.5,주의보,2019-03-01,14,0.001584584,0,1,0,1
전북,순창권,PM2.5,주의보,2019-03-01,14,0.000552224,0,1,0,1
전북,임실권,PM2.5,주의보,2019-03-01,14,0.000562342,0,1,0,1
전북,부안권,PM2.5,경보,2019-03-01,13,0.001036952,0,1,1,0
전남,서부권,PM2.5,주의보,2019-03-01,13,0.018674594,0,1,0,1
전북,장수권,PM2.5,주의보,2019-03-01,13,0.000436631,0,1,0,1
전북,진안권,PM2.5,주의보,2019-03-01,13,0.0004999819999999999,0,1,0,1
인천,강화권,PM2.5,주의보,2019-03-01,12,0.001345985,0,1,0,1
충북,북부권,PM10,주의보,2019-03-01,12,0.056789935,1,0,0,1
전북,남원권,PM2.5,경보,2019-03-01,11,0.001584584,0,1,1,0
부산,동부권,PM2.5,주의보,2019-03-01,11,0.0032048520000000002,0,1,0,1
부산,서부권,PM2.5,주의보,2019-03-01,11,0.018674594,0,1,0,1
울산,울산권,PM2.5,주의보,2019-03-01,11,0.022336818999999997,0,1,0,1
경남,통영권,PM10,주의보,2019-03-01,11,0.002556706,1,0,0,1
경남,통영권,PM2.5,주의보,2019-03-01,11,0.002556706,0,1,0,1
경남,거제권,PM2.5,주의보,2019-03-01,10,0.004830666,0,1,0,1
경남,김해권,PM2.5,주의보,2019-03-01,10,0.010554458999999999,0,1,0,1
경남,산청권,PM2.5,주의보,2019-03-01,10,0.000689103,0,1,0,1
경남,의령권,PM2.5,주의보,2019-03-01,10,0.000528603,0,1,0,1
경기,중부권,PM10,주의보,2019-03-01,10,0.020966376000000002,1,0,0,1
경남,창녕권,PM2.5,주의보,2019-03-01,10,0.0012127639999999999,0,1,0,1
경남,창원권,PM2.5,주의보,2019-03-01,10,0.020327336,0,1,0,1
경남,하동권,PM10,주의보,2019-03-01,10,0.0009061830000000001,1,0,0,1
경남,합천권,PM2.5,주의보,2019-03-01,10,0.000879527,0,1,0,1
경남,거창권,PM2.5,주의보,2019-03-01,9,0.001209807,0,1,0,1
경북,동부권,PM2.5,주의보,2019-03-01,9,0.0032048520000000002,0,1,0,1
충북,남부권,PM2.5,경보,2019-03-01,7,0.023576725,0,1,1,0
전북,부안권,PM2.5,주의보,2019-03-01,7,0.001036952,0,1,0,1
강원,영동남부,PM2.5,주의보,2019-03-01,6,0.0072222219999999995,0,1,0,1
대전,동부권,PM2.5,경보,2019-03-01,3,0.0032048520000000002,0,1,1,0
충북,남부권,PM10,주의보,2019-03-01,2,0.023576725,1,0,0,1
대구,대구권,PM2.5,주의보,2019-03-01,2,0.047436372000000004,0,1,0,1
충남,동남부권,PM2.5,경보,2019-03-01,2,0.041310056,0,1,1,0
대전,서부권,PM2.5,경보,2019-03-01,2,0.018674594,0,1,1,0
경남,남해권,PM2.5,주의보,2019-03-01,1,0.000848746,0,1,0,1
전남,동부권,PM10,주의보,2019-03-01,1,0.0032048520000000002,1,0,0,1
전북,장수권,PM2.5,경보,2019-03-01,1,0.000436631,0,1,1,0
경남,함양권,PM10,주의보,2019-02-28,24,0.000771211,1,0,0,1
경북,서부권,PM10,주의보,2019-02-28,24,0.018674594,1,0,0,1
세종,세종권,PM2.5,경보,2019-02-28,24,0.006626511999999999,0,1,1,0
전북,장수권,PM10,주의보,2019-02-28,24,0.000436631,1,0,0,1
충북,중부권,PM2.5,경보,2019-02-28,24,0.020966376000000002,0,1,1,0
전북,진안권,PM2.5,경보,2019-02-28,24,0.0004999819999999999,0,1,1,0
광주,광주권,PM2.5,경보,2019-02-28,23,0.028338261,0,1,1,0
인천,동남부권,PM2.5,주의보,2019-02-28,23,0.041310056,0,1,0,1
인천,서부권,PM2.5,주의보,2019-02-28,23,0.018674594,0,1,0,1
전북,임실권,PM2.5,경보,2019-02-28,23,0.000562342,0,1,1,0
경남,하동권,PM2.5,주의보,2019-02-28,23,0.0009061830000000001,0,1,0,1
인천,강화권,PM2.5,주의보,2019-02-28,22,0.001345985,0,1,0,1
대전,동부권,PM10,주의보,2019-02-28,22,0.0032048520000000002,1,0,0,1
전남,동부권,PM2.5,주의보,2019-02-28,22,0.0032048520000000002,0,1,0,1
충남,북부권,PM2.5,경보,2019-02-28,22,0.056789935,0,1,1,0
대전,서부권,PM10,주의보,2019-02-28,22,0.018674594,1,0,0,1
경북,서부권,PM2.5,주의보,2019-02-28,22,0.018674594,0,1,0,1
제주,제주권,PM10,주의보,2019-02-28,22,0.013055323999999998,1,0,0,1
충북,중부권,PM10,주의보,2019-02-28,22,0.020966376000000002,1,0,0,1
전북,남원권,PM10,주의보,2019-02-28,21,0.001584584,1,0,0,1
전북,무주권,PM2.5,주의보,2019-02-28,21,0.00047286,0,1,0,1
충남,서부권,PM2.5,경보,2019-02-28,21,0.018674594,0,1,1,0
세종,세종권,PM10,주의보,2019-02-28,21,0.006626511999999999,1,0,0,1
전북,순창권,PM10,주의보,2019-02-28,21,0.000552224,1,0,0,1
전북,순창권,PM2.5,경보,2019-02-28,21,0.000552224,0,1,1,0
인천,영종권,PM2.5,주의보,2019-02-28,21,0.00131465,0,1,0,1
전북,완주권,PM2.5,경보,2019-02-28,21,0.00179431,0,1,1,0
전북,임실권,PM10,주의보,2019-02-28,21,0.000562342,1,0,0,1
전북,전주권,PM2.5,경보,2019-02-28,21,0.012732437,0,1,1,0
전북,정읍권,PM2.5,경보,2019-02-28,21,0.002150778,0,1,1,0
전북,진안권,PM10,주의보,2019-02-28,21,0.0004999819999999999,1,0,0,1
경남,함양권,PM2.5,주의보,2019-02-28,21,0.000771211,0,1,0,1
전북,고창권,PM2.5,경보,2019-02-28,20,0.001079932,0,1,1,0
광주,광주권,PM10,주의보,2019-02-28,20,0.028338261,1,0,0,1
경기,남부권,PM10,주의보,2019-02-28,20,0.023576725,1,0,0,1
충남,동남부권,PM10,주의보,2019-02-28,20,0.041310056,1,0,0,1
전남,서부권,PM2.5,경보,2019-02-28,20,0.018674594,0,1,1,0
전북,완주권,PM10,주의보,2019-02-28,20,0.00179431,1,0,0,1
전북,익산권,PM2.5,경보,2019-02-28,20,0.005599113,0,1,1,0
제주,제주권,PM2.5,주의보,2019-02-28,20,0.013055323999999998,0,1,0,1
전북,김제권,PM10,주의보,2019-02-28,19,0.001632331,1,0,0,1
전북,김제권,PM2.5,경보,2019-02-28,19,0.001632331,0,1,1,0
전북,남원권,PM2.5,주의보,2019-02-28,19,0.001584584,0,1,0,1
충남,동남부권,PM2.5,주의보,2019-02-28,19,0.041310056,0,1,0,1
전북,부안권,PM2.5,경보,2019-02-28,19,0.001036952,0,1,1,0
충남,북부권,PM10,주의보,2019-02-28,19,0.056789935,1,0,0,1
대전,서부권,PM2.5,주의보,2019-02-28,19,0.018674594,0,1,0,1
전남,서부권,PM10,주의보,2019-02-28,19,0.018674594,1,0,0,1
전북,익산권,PM10,주의보,2019-02-28,19,0.005599113,1,0,0,1
전북,임실권,PM2.5,주의보,2019-02-28,19,0.000562342,0,1,0,1
전북,장수권,PM2.5,주의보,2019-02-28,19,0.000436631,0,1,0,1
전북,전주권,PM10,주의보,2019-02-28,19,0.012732437,1,0,0,1
전북,진안권,PM2.5,주의보,2019-02-28,19,0.0004999819999999999,0,1,0,1
전북,고창권,PM10,주의보,2019-02-28,18,0.001079932,1,0,0,1
광주,광주권,PM2.5,주의보,2019-02-28,18,0.028338261,0,1,0,1
전북,군산권,PM2.5,경보,2019-02-28,18,0.005255895,0,1,1,0
전북,부안권,PM10,주의보,2019-02-28,18,0.001036952,1,0,0,1
충남,북부권,PM2.5,주의보,2019-02-28,18,0.056789935,0,1,0,1
충남,서부권,PM10,주의보,2019-02-28,18,0.018674594,1,0,0,1
전남,서부권,PM2.5,주의보,2019-02-28,18,0.018674594,0,1,0,1
전북,순창권,PM2.5,주의보,2019-02-28,18,0.000552224,0,1,0,1
전북,정읍권,PM10,주의보,2019-02-28,18,0.002150778,1,0,0,1
전북,고창권,PM2.5,주의보,2019-02-28,17,0.001079932,0,1,0,1
전북,군산권,PM10,주의보,2019-02-28,17,0.005255895,1,0,0,1
전북,군산권,PM2.5,주의보,2019-02-28,17,0.005255895,0,1,0,1
대전,동부권,PM2.5,주의보,2019-02-28,17,0.0032048520000000002,0,1,0,1
세종,세종권,PM2.5,주의보,2019-02-28,17,0.006626511999999999,0,1,0,1
전북,완주권,PM2.5,주의보,2019-02-28,17,0.00179431,0,1,0,1
전북,정읍권,PM2.5,주의보,2019-02-28,17,0.002150778,0,1,0,1
충북,남부권,PM2.5,주의보,2019-02-28,16,0.023576725,0,1,0,1
경기,북부권,PM2.5,주의보,2019-02-28,16,0.056789935,0,1,0,1
충북,북부권,PM2.5,주의보,2019-02-28,16,0.056789935,0,1,0,1
충남,서부권,PM2.5,주의보,2019-02-28,16,0.018674594,0,1,0,1
서울,서울권,PM2.5,주의보,2019-02-28,16,0.18929765,0,1,0,1
경기,중부권,PM2.5,주의보,2019-02-28,16,0.020966376000000002,0,1,0,1
경기,동부권,PM2.5,주의보,2019-02-28,15,0.0032048520000000002,0,1,0,1
강원,영서남부,PM2.5,주의보,2019-02-28,15,0.008520071,0,1,0,1
전북,김제권,PM2.5,주의보,2019-02-28,13,0.001632331,0,1,0,1
충북,중부권,PM2.5,주의보,2019-02-28,13,0.020966376000000002,0,1,0,1
경기,남부권,PM2.5,주의보,2019-02-28,10,0.023576725,0,1,0,1
전북,전주권,PM2.5,주의보,2019-02-28,10,0.012732437,0,1,0,1
전북,익산권,PM2.5,주의보,2019-02-27,24,0.005599113,0,1,0,1
전북,부안권,PM2.5,주의보,2019-02-27,19,0.001036952,0,1,0,1
강원,영서남부,PM2.5,주의보,2019-02-26,11,0.008520071,0,1,0,1
경남,함양권,PM2.5,주의보,2019-02-26,10,0.000771211,0,1,0,1
충북,북부권,PM2.5,주의보,2019-02-25,23,0.056789935,0,1,0,1
전북,무주권,PM2.5,주의보,2019-02-25,22,0.00047286,0,1,0,1
전북,남원권,PM2.5,주의보,2019-02-25,21,0.001584584,0,1,0,1
전북,장수권,PM2.5,주의보,2019-02-25,21,0.000436631,0,1,0,1
전북,순창권,PM2.5,주의보,2019-02-25,20,0.000552224,0,1,0,1
전북,진안권,PM2.5,주의보,2019-02-25,19,0.0004999819999999999,0,1,0,1
전북,완주권,PM2.5,주의보,2019-02-25,16,0.00179431,0,1,0,1
전북,임실권,PM2.5,주의보,2019-02-25,11,0.000562342,0,1,0,1
경기,동부권,PM2.5,주의보,2019-02-25,8,0.0032048520000000002,0,1,0,1
세종,세종권,PM2.5,주의보,2019-02-25,7,0.006626511999999999,0,1,0,1
전북,전주권,PM2.5,주의보,2019-02-25,4,0.012732437,0,1,0,1
충북,중부권,PM2.5,주의보,2019-02-25,3,0.020966376000000002,0,1,0,1
전북,익산권,PM2.5,주의보,2019-02-24,24,0.005599113,0,1,0,1
전북,김제권,PM2.5,주의보,2019-02-24,23,0.001632331,0,1,0,1
경기,남부권,PM2.5,주의보,2019-02-24,23,0.023576725,0,1,0,1
전북,군산권,PM2.5,주의보,2019-02-24,22,0.005255895,0,1,0,1
전북,부안권,PM2.5,주의보,2019-02-24,22,0.001036952,0,1,0,1
서울,서울권,PM2.5,주의보,2019-02-24,22,0.18929765,0,1,0,1
경기,중부권,PM2.5,주의보,2019-02-24,22,0.020966376000000002,0,1,0,1
인천,강화권,PM2.5,주의보,2019-02-24,21,0.001345985,0,1,0,1
전북,순창권,PM2.5,주의보,2019-02-24,11,0.000552224,0,1,0,1
전북,정읍권,PM2.5,주의보,2019-02-23,14,0.002150778,0,1,0,1
전북,군산권,PM2.5,주의보,2019-02-23,12,0.005255895,0,1,0,1
전북,김제권,PM2.5,주의보,2019-02-23,12,0.001632331,0,1,0,1
대구,대구권,PM2.5,주의보,2019-02-23,11,0.047436372000000004,0,1,0,1
전북,무주권,PM2.5,주의보,2019-02-22,23,0.00047286,0,1,0,1
전북,장수권,PM2.5,주의보,2019-02-22,22,0.000436631,0,1,0,1
전북,남원권,PM2.5,주의보,2019-02-22,21,0.001584584,0,1,0,1
광주,광주권,PM2.5,주의보,2019-02-22,20,0.028338261,0,1,0,1
전북,진안권,PM2.5,주의보,2019-02-22,20,0.0004999819999999999,0,1,0,1
전북,임실권,PM2.5,주의보,2019-02-22,19,0.000562342,0,1,0,1
충남,동남부권,PM2.5,주의보,2019-02-22,13,0.041310056,0,1,0,1
충북,북부권,PM10,주의보,2019-02-22,13,0.056789935,1,0,0,1
전북,완주권,PM2.5,주의보,2019-02-22,13,0.00179431,0,1,0,1
전북,정읍권,PM2.5,주의보,2019-02-22,13,0.002150778,0,1,0,1
전북,고창권,PM2.5,주의보,2019-02-22,12,0.001079932,0,1,0,1
서울,서울권,PM2.5,주의보,2019-02-22,11,0.18929765,0,1,0,1
